OBJECTID,FEATURETYPE,DESCRIPTION,CLASS,OPERATIONALSTATUS,CAPACITYKV,STATE,SPATIALCONFIDENCE,REVISED,LENGTH_M,SHAPE_Length,From,To,from_suburb,to_suburb
700,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Operational,330,New South Wales,5,10/07/2012 0:00,24528.26088,0.243604669,Newcastle,Tomago (South),newcastle,tomago
701,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Operational,330,New South Wales,5,10/07/2012 0:00,18595.68025,0.188553669,Newcastle,Waratah West,newcastle,waratah west
702,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Operational,330,New South Wales,5,10/07/2012 0:00,25628.07073,0.252748898,Newcastle,Tomago,newcastle,tomago
703,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Operational,330,New South Wales,5,10/07/2012 0:00,114801.9093,1.136151336,Liddell,Tomago,liddell,tomago
704,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Operational,330,New South Wales,5,10/07/2012 0:00,8964.385467,0.084188473,Tomago,Waratah West,tomago,waratah west
705,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Operational,132,New South Wales,5,10/07/2012 0:00,10766.73945,0.103223896,"Tomago ",Waratah West,tomago,waratah west
706,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Operational,132,New South Wales,4,10/07/2012 0:00,48627.18079,0.460608448,"Tomago ",Stroud,tomago,stroud
710,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Operational,132,New South Wales,5,1/08/2013 0:00,7350.638067,0.075645323,Maryland,Waratah,maryland,waratah
713,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Operational,132,New South Wales,4,10/07/2012 0:00,34331.93791,0.341610414,Redbank,Rothbury,redbank,rothbury
714,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Operational,132,New South Wales,4,10/07/2012 0:00,6151.634786,0.057134886,Redbank,Singleton,redbank,singleton
715,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Operational,132,New South Wales,5,12/09/2013 0:00,46210.3598,0.445832921,Singleton,Mitchell,singleton,mitchell
716,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Operational,132,New South Wales,4,10/07/2012 0:00,41245.80458,0.390707727,Singleton,"Muswellbrook ",singleton,muswellbrook
717,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Operational,330,New South Wales,3,23/01/2013 0:00,116965.8467,1.190190442,Wellington,Wollar,wellington,wollar
718,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Operational,132,New South Wales,5,10/07/2012 0:00,11913.77966,0.11681893,"Muswellbrook ",Mitchell,muswellbrook,mitchell
719,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Operational,132,New South Wales,5,10/07/2012 0:00,15620.99584,0.153264613,"Muswellbrook ",Mitchell,muswellbrook,mitchell
720,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Operational,132,New South Wales,5,10/07/2012 0:00,4267.710253,0.042555504,"Muswellbrook ","Muswellbrook ",muswellbrook,muswellbrook
722,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Operational,330,Victoria,5,10/07/2012 0:00,4782.148565,0.050796824,Murray,Murray  (A),murray,murray
723,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Operational,330,Victoria,5,10/07/2012 0:00,4779.874553,0.050779929,Murray,Murray  (B),murray,murray
724,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Operational,330,Victoria,5,10/07/2012 0:00,4807.627208,0.05100744,Murray,Murray  (C),murray,murray
725,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Operational,330,Victoria,5,10/07/2012 0:00,4847.154015,0.051343324,Murray,Murray  (D),murray,murray
726,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Operational,330,Victoria,5,10/07/2012 0:00,4923.531562,0.051993833,Murray,Murray  (E),murray,murray
727,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Operational,330,Victoria,5,10/07/2012 0:00,2146.644371,0.020467152,Murray,Murray  (South East),murray,murray
